"","previous_cancellations","stays_in_weekend_nights","hotel.City.Hotel","hotel.Resort.Hotel","market_segment.Aviation","market_segment.Complementary","market_segment.Corporate","market_segment.Direct","market_segment.Groups","market_segment.Offline.TA.TO","market_segment.Online.TA","deposit_type.No.Deposit","deposit_type.Non.Refund","deposit_type.Refundable","arrival_date_day_of_month","meal.BB","meal.FB","meal.HB","meal.SC","meal.Undefined","days_in_waiting_list","adults","booking_changes","adr","total_of_special_requests","is_repeated_guest","customer_type.Contract","customer_type.Group","customer_type.Transient","customer_type.Transient.Party","arrival_date_week_number","arrival_date_year","arrival_date_month.April","arrival_date_month.August","arrival_date_month.December","arrival_date_month.February","arrival_date_month.January","arrival_date_month.July","arrival_date_month.June","arrival_date_month.March","arrival_date_month.May","arrival_date_month.November","arrival_date_month.October","arrival_date_month.September","children","distribution_channel.Corporate","distribution_channel.Direct","distribution_channel.GDS","distribution_channel.TA.TO","distribution_channel.Undefined","stays_in_week_nights","company.company","company.nocompany","reserved_room_type.A","reserved_room_type.B","reserved_room_type.C","reserved_room_type.D","reserved_room_type.E","reserved_room_type.F","reserved_room_type.G","reserved_room_type.H","lead_time","required_car_parking_spaces","agent.agent","agent.noagent","previous_bookings_not_canceled","assigned_room_type.A","assigned_room_type.B","assigned_room_type.C","assigned_room_type.D","assigned_room_type.E","assigned_room_type.F","assigned_room_type.G","assigned_room_type.H","assigned_room_type.I","assigned_room_type.K","continent.Africa","continent.Americas","continent.Asia","continent.Europe","continent.Oceania","roomtype_diff","market_segment.Undefined","reserved_room_type.L","reserved_room_type.P","assigned_room_type.L","assigned_room_type.P","case_holdoutprob"
"444",0,2,0,1,0,0,0,0,0,0,1,1,0,0,14,1,0,0,0,0,0,2,0,42,0,0,0,0,1,0,2,2017,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,1,1,0,0,0,0,0,0,0,45,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"is_canceled"
"445",0,1,0,1,0,0,0,0,1,0,0,1,0,0,16,0,0,0,0,1,0,1,0,55,0,0,0,0,0,1,3,2017,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,1,0,0,0,0,0,0,0,17,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"is_canceled"
"446",0,0,0,1,0,0,1,0,0,0,0,1,0,0,17,1,0,0,0,0,0,1,1,35,0,0,0,0,1,0,3,2017,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"not_canceled"
"447",0,1,0,1,0,0,0,0,0,0,1,1,0,0,27,1,0,0,0,0,0,2,0,48,0,0,0,0,0,1,4,2017,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,1,0,0,0,0,0,0,0,43,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"is_canceled"
"448",0,0,0,1,0,0,0,0,0,0,1,1,0,0,28,1,0,0,0,0,0,2,0,48,0,0,0,0,1,0,4,2017,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,9,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"is_canceled"
"449",0,0,0,1,0,0,0,0,0,0,1,1,0,0,3,1,0,0,0,0,0,1,0,34.4,0,0,0,0,1,0,5,2017,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"not_canceled"
"450",0,2,0,1,0,0,0,0,0,0,1,1,0,0,4,1,0,0,0,0,0,2,0,68,1,0,0,0,1,0,5,2017,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,1,0,0,0,0,1,0,0,0,54,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"not_canceled"
"451",0,1,0,1,0,0,0,0,0,0,1,1,0,0,8,1,0,0,0,0,0,2,0,48,0,0,0,0,1,0,6,2017,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,1,1,0,0,0,0,0,0,0,11,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,"not_canceled"
"452",0,0,0,1,0,0,0,0,1,0,0,0,1,0,10,0,0,1,0,0,0,2,0,54,0,0,0,0,1,0,6,2017,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,1,0,0,0,0,0,0,0,238,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"is_canceled"
"453",0,1,0,1,0,0,0,1,0,0,0,1,0,0,10,1,0,0,0,0,0,2,0,36.43,0,0,0,0,1,0,6,2017,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,1,0,0,0,0,0,0,0,77,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,"not_canceled"
"454",0,2,0,1,0,0,0,0,0,0,1,1,0,0,11,1,0,0,0,0,0,2,0,51.84,0,0,0,0,1,0,6,2017,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5,0,1,1,0,0,0,0,0,0,0,22,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"is_canceled"
"455",0,1,0,1,0,0,0,0,0,0,1,1,0,0,13,1,0,0,0,0,0,2,0,48,0,0,0,0,1,0,7,2017,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,1,0,0,0,0,0,0,0,20,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"is_canceled"
"456",0,0,0,1,0,0,0,0,0,0,1,1,0,0,15,1,0,0,0,0,0,2,0,39.9,1,0,0,0,1,0,7,2017,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,1,0,0,0,0,0,0,0,92,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"is_canceled"
"457",0,2,0,1,0,0,0,1,0,0,0,1,0,0,16,1,0,0,0,0,0,2,1,39.6,0,0,0,0,1,0,7,2017,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,1,1,0,0,0,0,0,0,0,34,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"not_canceled"
"458",0,1,0,1,0,0,0,0,0,0,1,1,0,0,17,0,0,1,0,0,0,2,0,74.1,1,0,0,0,1,0,7,2017,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,1,0,0,0,0,0,0,0,44,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"is_canceled"
"459",0,0,0,1,0,0,1,0,0,0,0,1,0,0,18,1,0,0,0,0,0,2,0,40,0,0,0,0,1,0,7,2017,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"not_canceled"
"460",0,0,0,1,0,0,0,0,1,0,0,1,0,0,23,0,0,0,0,1,0,2,0,46,0,0,0,0,0,1,8,2017,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,1,0,0,0,0,0,0,0,22,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"not_canceled"
"461",0,2,0,1,0,0,0,0,0,0,1,1,0,0,24,0,0,1,0,0,0,2,0,136,0,0,0,0,1,0,8,2017,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,0,1,0,0,0,0,0,0,1,0,50,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"not_canceled"
"462",0,2,0,1,0,0,0,0,0,0,1,1,0,0,25,1,0,0,0,0,0,2,0,42,2,0,0,0,1,0,8,2017,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,82,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"is_canceled"
"463",0,2,0,1,0,0,0,1,0,0,0,1,0,0,26,1,0,0,0,0,0,1,0,40,0,0,0,0,1,0,9,2017,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,40,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"not_canceled"
"464",0,0,0,1,0,0,0,0,1,0,0,0,1,0,28,1,0,0,0,0,0,2,1,35,0,0,0,0,1,0,9,2017,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,1,0,0,0,0,0,0,0,49,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"is_canceled"
"465",0,6,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,2,0,55.8,0,0,0,0,0,1,9,2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,19,0,1,1,0,0,0,0,0,0,0,84,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"is_canceled"
"466",0,0,0,1,0,0,0,0,0,0,1,1,0,0,2,0,0,1,0,0,0,2,0,112,1,0,0,0,1,0,9,2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,0,1,0,0,0,0,1,0,0,0,21,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"not_canceled"
"467",0,1,0,1,0,0,0,0,1,0,0,1,0,0,3,1,0,0,0,0,0,1,1,47,0,0,0,0,0,1,9,2017,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,8,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"not_canceled"
"468",0,2,0,1,0,0,0,0,1,0,0,1,0,0,5,1,0,0,0,0,0,2,0,30,0,0,0,0,0,1,10,2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5,0,1,1,0,0,0,0,0,0,0,312,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"is_canceled"
"469",0,1,0,1,0,0,0,0,0,1,0,1,0,0,6,1,0,0,0,0,0,1,0,30,0,0,0,0,1,0,10,2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"not_canceled"
"470",0,0,0,1,0,0,0,0,0,0,1,1,0,0,8,1,0,0,0,0,0,2,0,68,0,0,0,0,1,0,10,2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,0,1,0,0,0,1,0,0,0,0,25,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"is_canceled"
"471",0,0,0,1,0,0,0,1,0,0,0,1,0,0,9,1,0,0,0,0,0,2,0,70,0,0,0,0,1,0,10,2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"not_canceled"
"472",0,0,0,1,0,0,0,0,1,0,0,0,1,0,9,0,0,0,0,1,0,2,0,46,0,0,0,0,1,0,10,2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,0,1,1,0,0,0,0,0,0,0,86,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"is_canceled"
"473",0,2,0,1,0,0,0,1,0,0,0,1,0,0,10,1,0,0,0,0,0,2,0,97,0,0,0,0,1,0,10,2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,1,0,32,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"not_canceled"
"474",0,1,0,1,0,0,0,0,1,0,0,1,0,0,13,1,0,0,0,0,0,2,0,36,0,0,0,0,0,1,11,2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,24,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"is_canceled"
"475",0,1,0,1,0,0,0,0,0,0,1,1,0,0,13,1,0,0,0,0,0,2,0,100,0,0,0,0,1,0,11,2017,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,58,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"is_canceled"
"476",0,0,0,1,0,0,0,0,0,0,1,1,0,0,24,1,0,0,0,0,0,2,0,80,1,0,0,0,1,0,12,2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,1,0,0,0,39,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"not_canceled"
"477",0,0,0,1,0,0,0,0,1,0,0,0,1,0,24,1,0,0,0,0,0,2,0,30,0,0,0,0,1,0,12,2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,1,1,0,0,0,0,0,0,0,350,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"is_canceled"
"478",0,2,0,1,0,0,0,0,1,0,0,0,1,0,26,1,0,0,0,0,0,1,0,39.33,0,0,0,0,1,0,13,2017,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,102,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"is_canceled"
"479",0,1,0,1,0,0,0,0,1,0,0,0,1,0,27,1,0,0,0,0,0,2,0,65,0,0,0,0,1,0,13,2017,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,103,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"is_canceled"
"480",0,1,0,1,0,0,0,0,1,0,0,0,1,0,27,1,0,0,0,0,0,1,0,42,0,0,0,0,1,0,13,2017,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,103,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"is_canceled"
"481",0,0,0,1,0,0,0,0,0,0,1,1,0,0,29,1,0,0,0,0,0,1,0,55,0,0,0,0,1,0,13,2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,40,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"is_canceled"
"482",0,2,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,2,0,70,1,0,0,0,1,0,13,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,1,1,0,0,0,0,0,0,0,35,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"not_canceled"
"483",0,1,0,1,0,0,1,0,0,0,0,0,1,0,3,1,0,0,0,0,0,1,0,45,0,0,0,0,1,0,14,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,10,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"is_canceled"
"484",0,0,0,1,0,0,0,1,0,0,0,1,0,0,6,1,0,0,0,0,0,2,0,162,0,0,0,0,1,0,14,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,0,0,0,0,1,0,0,10,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"not_canceled"
"485",0,2,0,1,0,0,0,0,0,0,1,1,0,0,8,1,0,0,0,0,0,2,0,110,0,0,0,0,1,0,14,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,1,0,0,0,0,1,0,0,0,32,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"is_canceled"
"486",0,2,0,1,0,0,0,0,1,0,0,1,0,0,8,0,0,1,0,0,0,2,0,82,0,0,0,0,0,1,14,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,1,0,0,0,1,0,0,0,0,351,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"not_canceled"
"487",0,4,0,1,0,0,0,0,0,0,1,1,0,0,8,1,0,0,0,0,0,2,1,74.46,2,0,0,0,1,0,14,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,1,0,0,0,1,0,0,0,0,200,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"not_canceled"
"488",0,1,0,1,0,0,0,1,0,0,0,1,0,0,9,1,0,0,0,0,0,2,0,79.2,0,0,0,0,1,0,15,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,79,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"not_canceled"
"489",0,2,0,1,0,0,0,0,1,0,0,0,1,0,9,0,0,1,0,0,0,2,0,80,0,0,0,0,1,0,15,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,1,1,0,0,0,0,0,0,0,124,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"is_canceled"
"490",0,0,0,1,0,0,0,0,0,0,1,1,0,0,13,0,0,1,0,0,0,2,0,167,3,0,0,0,1,0,15,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,0,0,0,1,0,0,0,35,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"not_canceled"
"491",0,2,0,1,0,0,0,0,0,0,1,1,0,0,13,1,0,0,0,0,0,2,0,130,1,0,0,0,1,0,15,2017,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,7,0,1,0,0,0,0,0,0,1,0,161,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"is_canceled"
"492",0,2,0,1,0,0,0,0,0,0,1,1,0,0,14,1,0,0,0,0,0,2,2,100,2,0,0,0,1,0,15,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,0,0,0,1,0,0,0,102,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"not_canceled"
"493",0,2,0,1,0,0,0,0,0,0,1,1,0,0,15,1,0,0,0,0,0,2,0,135,1,0,0,0,1,0,15,2017,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,3,0,1,0,0,0,0,0,0,1,0,102,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"is_canceled"
"494",0,1,0,1,0,0,0,0,0,0,1,1,0,0,16,1,0,0,0,0,0,3,0,117,1,0,0,0,1,0,16,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,184,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"is_canceled"
"495",0,1,0,1,0,0,0,0,0,0,1,1,0,0,17,0,0,1,0,0,0,2,0,178,2,0,0,0,1,0,16,2017,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5,0,1,0,0,0,0,0,0,1,0,228,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"is_canceled"
"496",0,0,0,1,0,0,0,0,0,0,1,1,0,0,18,1,0,0,0,0,0,2,0,100,2,0,0,0,1,0,16,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,0,0,1,0,0,0,0,38,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"not_canceled"
"497",0,2,0,1,0,0,0,0,0,0,1,1,0,0,22,1,0,0,0,0,0,1,0,35.34,1,0,0,0,1,0,16,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,1,1,0,0,0,0,0,0,0,214,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"is_canceled"
"498",0,2,0,1,0,0,0,0,0,1,0,1,0,0,22,1,0,0,0,0,0,1,0,34.2,0,0,1,0,0,0,16,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,1,1,0,0,0,0,0,0,0,232,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"not_canceled"
"499",0,2,0,1,0,0,0,0,0,0,1,1,0,0,22,1,0,0,0,0,0,2,0,165.71,0,0,0,0,1,0,16,2017,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,5,0,1,0,0,0,0,0,0,1,0,15,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"is_canceled"
"500",0,0,0,1,0,0,0,0,0,0,1,1,0,0,27,1,0,0,0,0,0,2,0,85,2,0,0,0,1,0,17,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,36,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"is_canceled"
"501",0,1,0,1,0,0,0,0,0,0,1,1,0,0,28,1,0,0,0,0,0,2,0,113,2,0,0,0,1,0,17,2017,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,0,1,0,0,1,0,0,0,0,0,80,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"is_canceled"
"502",0,2,0,1,0,0,0,0,0,0,1,1,0,0,28,0,0,1,0,0,0,2,0,82.8,2,0,0,0,1,0,17,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,1,0,0,0,0,0,0,0,215,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"is_canceled"
"503",0,1,0,1,0,0,0,0,0,0,1,1,0,0,29,1,0,0,0,0,0,2,0,81,1,0,0,0,1,0,17,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,255,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"is_canceled"
"504",0,2,0,1,0,0,0,0,0,0,1,1,0,0,29,1,0,0,0,0,0,2,0,62.37,0,0,0,0,1,0,17,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,1,0,0,0,0,1,0,0,0,287,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"is_canceled"
"505",0,2,0,1,0,0,0,0,0,0,1,1,0,0,29,0,0,1,0,0,0,2,1,97.71,0,0,0,0,1,0,17,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,1,0,0,0,0,1,0,0,0,172,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"is_canceled"
"506",0,2,0,1,0,0,0,0,0,0,1,1,0,0,30,1,0,0,0,0,0,2,0,102,1,0,0,0,1,0,18,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,25,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"is_canceled"
"507",0,2,0,1,0,0,0,0,1,0,0,1,0,0,30,0,0,1,0,0,0,2,0,82,0,0,0,0,0,1,18,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,1,0,0,0,1,0,0,0,0,221,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"is_canceled"
"508",0,0,0,1,0,0,0,0,1,0,0,1,0,0,4,0,0,1,0,0,0,2,0,90,0,0,0,0,0,1,18,2017,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,202,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"is_canceled"
"509",0,2,0,1,0,0,0,0,0,0,1,1,0,0,7,1,0,0,0,0,0,2,0,100,1,0,0,0,1,0,19,2017,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,0,1,0,0,0,1,0,0,0,0,70,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"not_canceled"
"510",0,0,0,1,0,0,0,0,0,0,1,1,0,0,11,1,0,0,0,0,0,1,0,87.67,1,0,0,0,1,0,19,2017,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,0,1,1,0,0,0,0,0,0,0,13,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"not_canceled"
"511",0,0,0,1,0,0,0,0,0,0,1,1,0,0,11,1,0,0,0,0,0,2,0,100,0,0,0,0,0,1,19,2017,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,0,1,0,0,0,1,0,0,0,0,116,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"not_canceled"
"512",0,2,0,1,0,0,0,1,0,0,0,1,0,0,13,0,0,1,0,0,0,2,1,119.08,1,0,0,0,1,0,19,2017,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,9,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"not_canceled"
"513",0,2,0,1,0,0,0,0,0,1,0,1,0,0,16,0,0,1,0,0,0,2,0,78.85,2,0,0,0,1,0,20,2017,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,0,1,0,0,0,1,0,0,0,0,96,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"not_canceled"
